origin,pre,file_name
1,0.00929428436507014,origin1
1,0.0775743205592136,origin1
1,0.008518388964815559,origin1
1,0.130696721251641,origin1
1,0.7798385059055429,origin1
1,0.0055741235640336395,origin1
1,0.0521946667747579,origin1
1,0.720623049981814,origin1
1,0.395449417245814,origin1
1,0.623772137552865,origin1
1,0.0825297581591633,origin1
1,0.0656907724178032,origin1
1,0.8074692467709191,origin1
1,0.704458375133233,origin1
1,0.747337901518014,origin1
1,0.6499026128964329,origin1
1,0.813737548134971,origin1
1,0.22685614794940803,origin1
1,0.21381199273760396,origin1
1,0.530298092439518,origin1
1,0.43505919896573,origin1
1,0.12299885219826599,origin1
1,0.5349370453768889,origin1
1,0.0614480815011563,origin1
1,0.29866488134207597,origin1
1,0.0197415289118636,origin1
1,0.333036823061659,origin1
1,0.00483643542758934,origin1
1,0.0323750098190817,origin1
1,0.40828055806718794,origin1
1,0.7386348122416909,origin1
1,0.329263596144823,origin1
1,0.0508549787189784,origin1
1,0.0133448737855444,origin1
1,0.19681006408352397,origin1
1,0.273397165341143,origin1
1,0.0751590257174306,origin1
1,0.00831492124187254,origin1
1,0.12374791003765,origin1
1,0.6780171607665171,origin1
1,0.38952948943303495,origin1
1,0.374702623840798,origin1
1,0.143486756717019,origin1
1,0.46333540618865104,origin1
1,0.282422804350292,origin1
1,0.10372300557422601,origin1
1,0.0571388415745427,origin1
1,0.204406642109653,origin1
1,0.118294108310935,origin1
1,0.37102294788587,origin1
1,0.340811613418883,origin1
1,0.187331251248817,origin1
1,0.054204111443684005,origin1
1,0.173017473230545,origin1
1,0.0234550117270664,origin1
1,0.249558056657867,origin1
1,0.269042413888287,origin1
1,0.31550446861895004,origin1
1,0.054782149506874996,origin1
1,0.202732729164432,origin1
1,0.5242006226963271,origin1
1,0.0953190228914024,origin1
1,0.6572364426771,origin1
1,0.000208285101342431,origin1
1,0.20644585150998399,origin1
1,0.250440716986293,origin1
1,0.440684025608981,origin1
1,0.711970343833438,origin1
1,0.653388996813922,origin1
1,0.78981818678565,origin1
1,0.714873135697035,origin1
1,0.426051170905355,origin1
1,0.288903570181593,origin1
1,0.7727449300907808,origin1
1,0.526426916504575,origin1
1,0.22147192690601603,origin1
1,0.0149631803062044,origin1
1,0.0696734573579263,origin1
1,0.833093137361808,origin1
1,0.8947303086774839,origin1
1,0.701137832313163,origin1
1,0.8349669011705341,origin1
1,0.76103603045189,origin1
1,0.6939498612802459,origin1
1,0.628579136549744,origin1
1,0.36957068138345,origin1
1,0.43329270466855296,origin1
1,0.154515793810245,origin1
1,0.33981155346676195,origin1
1,0.597550051003619,origin1
1,0.496078770093707,origin1
1,0.7977855008817301,origin1
1,0.8200254698952449,origin1
1,0.5657672654185071,origin1
1,0.898512173215438,origin1
1,0.758880407351564,origin1
1,0.312454462784497,origin1
