origin,pre,file_name
1,0.0050606868009145,origin1
1,0.00847847840896681,origin1
1,0.41740546861391997,origin1
1,0.781166478681742,origin1
1,0.29920638622503,origin1
1,0.728203710665718,origin1
1,0.610624338774977,origin1
1,0.71810370658216,origin1
1,0.11380918128412401,origin1
1,0.15406037230648498,origin1
1,0.0095017847063893,origin1
1,0.43215111315263705,origin1
1,0.917699339408662,origin1
1,0.91690365878612,origin1
1,0.9282201494163941,origin1
1,0.487933913620024,origin1
1,0.8762498827277221,origin1
1,0.0126871117862713,origin1
1,0.00397457682934663,origin1
1,0.00617540744331591,origin1
1,0.163661024192542,origin1
1,0.937388058309706,origin1
1,0.0128266341673311,origin1
1,0.254860682974853,origin1
1,0.143741659344359,origin1
1,0.387145497033581,origin1
1,0.8326459595754542,origin1
1,0.00770357180103845,origin1
1,0.201788277473645,origin1
1,0.280539391850276,origin1
1,0.00011443237546079099,origin1
1,0.115646275695483,origin1
1,0.00182961110014382,origin1
1,0.169253603712095,origin1
1,0.0081363319449546,origin1
1,0.000170791758661778,origin1
1,0.005898100479005929,origin1
1,0.317085357098757,origin1
1,0.007224556911487409,origin1
1,0.0178044583249848,origin1
1,0.44945662826291904,origin1
1,0.000336305857274261,origin1
1,0.0220430399053631,origin1
1,0.00462990866641651,origin1
1,0.00181101353350792,origin1
1,0.107001506595741,origin1
1,0.18836155017143,origin1
1,0.18397136214453697,origin1
1,0.43618954194475,origin1
1,0.0025350828354643,origin1
1,0.00263603366898972,origin1
1,0.766750087737087,origin1
1,0.6357128527535171,origin1
1,0.660616513066758,origin1
1,0.002903532706724,origin1
1,0.191840023955977,origin1
1,0.8256913821246541,origin1
1,0.00292682038477784,origin1
1,0.35431908725813893,origin1
1,0.839463750871045,origin1
1,0.9337028363070279,origin1
1,0.7659376771473501,origin1
1,0.857117261273728,origin1
1,0.76786605956062,origin1
1,0.816521865414234,origin1
1,0.8207215872305921,origin1
1,0.901635121221041,origin1
1,0.5153987485894129,origin1
1,0.000477218579387792,origin1
1,0.241000728201246,origin1
1,0.25287277803221503,origin1
1,0.14619878145046697,origin1
1,0.9319933808353621,origin1
1,0.680297189484029,origin1
1,0.338770784501846,origin1
1,0.792172162537394,origin1
1,0.380717619819722,origin1
1,0.92900779330898,origin1
