origin,pre,file_name
1,0.0135481018335978,origin1
1,0.000766402270631355,origin1
1,0.33935496681034105,origin1
1,0.501183317422782,origin1
1,0.20608954860543502,origin1
1,0.5502456894737391,origin1
1,0.334600178900111,origin1
1,0.520074235936102,origin1
1,0.0827027680535071,origin1
1,0.150057657017171,origin1
1,0.08457602219193902,origin1
1,0.38199193684516897,origin1
1,0.6193952194271399,origin1
1,0.634577855991836,origin1
1,0.727605406515832,origin1
1,0.375667215992652,origin1
1,0.7771833582770319,origin1
1,0.0845336910987087,origin1
1,0.12336103831264099,origin1
1,0.294702869741613,origin1
1,0.12279085571020198,origin1
1,0.681147093423651,origin1
1,0.14247465816904,origin1
1,0.35414217923292296,origin1
1,0.11622319551473402,origin1
1,0.3805035464272679,origin1
1,0.42039500015608205,origin1
1,0.172909127540019,origin1
1,0.20712913805382896,origin1
1,0.251895441426384,origin1
1,0.0283769226726037,origin1
1,0.15555895905603198,origin1
1,0.0051525742765458704,origin1
1,0.22596878335690398,origin1
1,0.258552088503698,origin1
1,0.0353065162609358,origin1
1,0.15210831898121302,origin1
1,0.36076649066018,origin1
1,0.21274629331632897,origin1
1,0.0648893327532672,origin1
1,0.485244827257981,origin1
1,0.11120764742112199,origin1
1,0.299596154131803,origin1
1,0.36089386992589706,origin1
1,0.282007403480414,origin1
1,0.16642767783126802,origin1
1,0.23217745858224897,origin1
1,0.205684965015965,origin1
1,0.4274611597066621,origin1
1,0.07760783561481098,origin1
1,0.279616426841269,origin1
1,0.250980279881036,origin1
1,0.33601791913024703,origin1
1,0.330751011982628,origin1
1,0.15904261611281698,origin1
1,0.20837870134939201,origin1
1,0.557386779478874,origin1
1,0.0156275792847478,origin1
1,0.16106234051647597,origin1
1,0.6779732310261161,origin1
1,0.8993383913661859,origin1
1,0.6906257989458578,origin1
1,0.7276921177762629,origin1
1,0.5836784469868829,origin1
1,0.6308335706014351,origin1
1,0.69061905347286,origin1
1,0.762057175871716,origin1
1,0.390197808943327,origin1
1,0.125172097173968,origin1
1,0.18064480043846698,origin1
1,0.108122739718284,origin1
